MRIO_country				AT	AT	AT	AT	AT	AT	AT	BE	BE	BE	BE	BE	BE	BE	BG	BG	BG	BG	BG	BG	BG	CY	CY	CY	CY	CY	CY	CY	CZ	CZ	CZ	CZ	CZ	CZ	CZ	DE	DE	DE	DE	DE	DE	DE	DK	DK	DK	DK	DK	DK	DK	EE	EE	EE	EE	EE	EE	EE	ES	ES	ES	ES	ES	ES	ES	FI	FI	FI	FI	FI	FI	FI	FR	FR	FR	FR	FR	FR	FR	GR	GR	GR	GR	GR	GR	GR	HR	HR	HR	HR	HR	HR	HR	HU	HU	HU	HU	HU	HU	HU	IE	IE	IE	IE	IE	IE	IE	IT	IT	IT	IT	IT	IT	IT	LT	LT	LT	LT	LT	LT	LT	LU	LU	LU	LU	LU	LU	LU	LV	LV	LV	LV	LV	LV	LV	MT	MT	MT	MT	MT	MT	MT	NL	NL	NL	NL	NL	NL	NL	PL	PL	PL	PL	PL	PL	PL	PT	PT	PT	PT	PT	PT	PT	RO	RO	RO	RO	RO	RO	RO	SE	SE	SE	SE	SE	SE	SE	SI	SI	SI	SI	SI	SI	SI	SK	SK	SK	SK	SK	SK	SK	GB	GB	GB	GB	GB	GB	GB	US	US	US	US	US	US	US	JP	JP	JP	JP	JP	JP	JP	CN	CN	CN	CN	CN	CN	CN	CA	CA	CA	CA	CA	CA	CA	KR	KR	KR	KR	KR	KR	KR	BR	BR	BR	BR	BR	BR	BR	IN	IN	IN	IN	IN	IN	IN	MX	MX	MX	MX	MX	MX	MX	RU	RU	RU	RU	RU	RU	RU	AU	AU	AU	AU	AU	AU	AU	CH	CH	CH	CH	CH	CH	CH	TR	TR	TR	TR	TR	TR	TR	TW	TW	TW	TW	TW	TW	TW	NO	NO	NO	NO	NO	NO	NO	ID	ID	ID	ID	ID	ID	ID	ZA	ZA	ZA	ZA	ZA	ZA	ZA	WA	WA	WA	WA	WA	WA	WA	WL	WL	WL	WL	WL	WL	WL	WE	WE	WE	WE	WE	WE	WE	WF	WF	WF	WF	WF	WF	WF	WM	WM	WM	WM	WM	WM	WM
TJ	AUT	Total final consumption; Industry; Construction	Industrial waste																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Construction	Liquefied petroleum gases (LPG)																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Construction	Natural gas																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Construction	Primary solid biofuels																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Industry not elsewhere specified	Electricity																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Industry not elsewhere specified	Fuel oil																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Industry not elsewhere specified	Heat																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Industry not elsewhere specified	Industrial waste																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Industry not elsewhere specified	Liquefied petroleum gases (LPG)																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Industry not elsewhere specified	Natural gas																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Industry not elsewhere specified	Primary solid biofuels																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Manufacturing; Chemical and petrochemical	Coke oven coke																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Manufacturing; Chemical and petrochemical	Electricity																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Manufacturing; Chemical and petrochemical	Fuel oil																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Manufacturing; Chemical and petrochemical	Gas/diesel oil excl. biofuels																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Manufacturing; Chemical and petrochemical	Heat																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Manufacturing; Chemical and petrochemical	Industrial waste																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Manufacturing; Chemical and petrochemical	Natural gas																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Manufacturing; Chemical and petrochemical	Other bituminous coal																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Manufacturing; Chemical and petrochemical	Primary solid biofuels	34.26		53.13		11.35																																																																																																																																																																																																																																																																																																																																																		
TJ	AUT	Total final consumption; Industry; Manufacturing; Food and tobacco	Coke oven coke																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Manufacturing; Food and tobacco	Electricity																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Manufacturing; Food and tobacco	Fuel oil																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Manufacturing; Food and tobacco	Gas/diesel oil excl. biofuels																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Manufacturing; Food and tobacco	Heat																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Manufacturing; Food and tobacco	Liquefied petroleum gases (LPG)																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Manufacturing; Food and tobacco	Natural gas																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Manufacturing; Food and tobacco	Primary solid biofuels	59.76		89.23		24.86																																																																																																																																																																																																																																																																																																																																																		
TJ	AUT	Total final consumption; Industry; Manufacturing; Iron and steel	Blast furnace gas																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Manufacturing; Iron and steel	Coke oven coke																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Manufacturing; Iron and steel	Coke oven gas																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Manufacturing; Iron and steel	Electricity																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Manufacturing; Iron and steel	Fuel oil																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Manufacturing; Iron and steel	Heat																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Manufacturing; Iron and steel	Liquefied petroleum gases (LPG)																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Manufacturing; Iron and steel	Natural gas																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Manufacturing; Machinery	Coke oven coke																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Manufacturing; Machinery	Electricity																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Manufacturing; Machinery	Fuel oil																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Manufacturing; Machinery	Gas/diesel oil excl. biofuels																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Manufacturing; Machinery	Heat																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Manufacturing; Machinery	Liquefied petroleum gases (LPG)																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Manufacturing; Machinery	Natural gas																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Manufacturing; Machinery	Primary solid biofuels	15.54		53.19		59.36																																																																																																																																																																																																																																																																																																																																																		
TJ	AUT	Total final consumption; Industry; Manufacturing; Non-ferrous metals	Coke oven coke																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Manufacturing; Non-ferrous metals	Electricity																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Manufacturing; Non-ferrous metals	Fuel oil																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Manufacturing; Non-ferrous metals	Heat																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Manufacturing; Non-ferrous metals	Liquefied petroleum gases (LPG)																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Manufacturing; Non-ferrous metals	Natural gas																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Manufacturing; Non-metallic minerals	Anthracite																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Manufacturing; Non-metallic minerals	Coke oven coke																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Manufacturing; Non-metallic minerals	Electricity																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Manufacturing; Non-metallic minerals	Fuel oil																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Manufacturing; Non-metallic minerals	Gas/diesel oil excl. biofuels																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Manufacturing; Non-metallic minerals	Heat																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Manufacturing; Non-metallic minerals	Industrial waste																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Manufacturing; Non-metallic minerals	Lignite																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Manufacturing; Non-metallic minerals	Liquefied petroleum gases (LPG)																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Manufacturing; Non-metallic minerals	Natural gas																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Manufacturing; Non-metallic minerals	Other bituminous coal																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Manufacturing; Non-metallic minerals	Petroleum coke																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Manufacturing; Non-metallic minerals	Primary solid biofuels	78.01		56.89		24.48																																																																																																																																																																																																																																																																																																																																																		
TJ	AUT	Total final consumption; Industry; Manufacturing; Paper, pulp and printing	BKB																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Manufacturing; Paper, pulp and printing	Electricity																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Manufacturing; Paper, pulp and printing	Fuel oil																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Manufacturing; Paper, pulp and printing	Heat																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Manufacturing; Paper, pulp and printing	Lignite																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Manufacturing; Paper, pulp and printing	Liquefied petroleum gases (LPG)																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Manufacturing; Paper, pulp and printing	Natural gas																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Manufacturing; Paper, pulp and printing	Other bituminous coal																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Manufacturing; Paper, pulp and printing	Primary solid biofuels																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Manufacturing; Textile and leather	Electricity																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Manufacturing; Textile and leather	Fuel oil																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Manufacturing; Textile and leather	Heat																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Manufacturing; Textile and leather	Industrial waste																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Manufacturing; Textile and leather	Natural gas																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Manufacturing; Textile and leather	Primary solid biofuels																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Manufacturing; Transport equipment	Electricity																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Manufacturing; Transport equipment	Fuel oil																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Manufacturing; Transport equipment	Heat																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Manufacturing; Transport equipment	Industrial waste																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Manufacturing; Transport equipment	Liquefied petroleum gases (LPG)																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Manufacturing; Transport equipment	Natural gas																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Manufacturing; Wood and wood products	Electricity																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Manufacturing; Wood and wood products	Fuel oil																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Manufacturing; Wood and wood products	Gas/diesel oil excl. biofuels																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Manufacturing; Wood and wood products	Heat																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Manufacturing; Wood and wood products	Industrial waste																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Manufacturing; Wood and wood products	Natural gas																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Manufacturing; Wood and wood products	Primary solid biofuels																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Mining and quarrying	Electricity																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Mining and quarrying	Fuel oil																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Mining and quarrying	Gas/diesel oil excl. biofuels																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Mining and quarrying	Heat																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Mining and quarrying	Liquefied petroleum gases (LPG)	77.49				44.71																																																																																																																																																																																																																																																																																																																																																		
TJ	AUT	Total final consumption; Industry; Mining and quarrying	Natural gas																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Non-energy use; Non-energy use in other	Lubricants																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Non-energy use; Non-energy use in transport	Lubricants																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Non-energy use; Non-energy use industry/transformation/energy	Anthracite																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Non-energy use; Non-energy use industry/transformation/energy	Bitumen																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Non-energy use; Non-energy use industry/transformation/energy	Coke oven coke																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Non-energy use; Non-energy use industry/transformation/energy	Lubricants																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Non-energy use; Non-energy use industry/transformation/energy	Naphtha																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Non-energy use; Non-energy use industry/transformation/energy	Natural gas																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Non-energy use; Non-energy use industry/transformation/energy	Other oil products																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Non-energy use; Non-energy use industry/transformation/energy	Petroleum coke																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Non-energy use; Non-energy use industry/transformation/energy	White spirit & SBP																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Residential	BKB	24.38																																																																																																																																																																																																																																																																																																																																																						
TJ	AUT	Total final consumption; Residential	Charcoal	61.64																																																																																																																																																																																																																																																																																																																																																						
TJ	AUT	Total final consumption; Residential	Coke oven coke	31.79																																																																																																																																																																																																																																																																																																																																																						
TJ	AUT	Total final consumption; Residential	Electricity	60.48																																																																																																																																																																																																																																																																																																																																																						
TJ	AUT	Total final consumption; Residential	Fuel oil	61.58																																																																																																																																																																																																																																																																																																																																																						
TJ	AUT	Total final consumption; Residential	Gas works gas	42.25																																																																																																																																																																																																																																																																																																																																																						
TJ	AUT	Total final consumption; Residential	Gas/diesel oil excl. biofuels	2.30																																																																																																																																																																																																																																																																																																																																																						
TJ	AUT	Total final consumption; Residential	Heat	37.68																																																																																																																																																																																																																																																																																																																																																						
TJ	AUT	Total final consumption; Residential	Lignite	94.68																																																																																																																																																																																																																																																																																																																																																						
TJ	AUT	Total final consumption; Residential	Liquefied petroleum gases (LPG)	9.72																																																																																																																																																																																																																																																																																																																																																						
TJ	AUT	Total final consumption; Residential	Natural gas	10.92																																																																																																																																																																																																																																																																																																																																																						
TJ	AUT	Total final consumption; Residential	Other bituminous coal	59.22																																																																																																																																																																																																																																																																																																																																																						
TJ	AUT	Total final consumption; Residential	Peat	46.66																																																																																																																																																																																																																																																																																																																																																						
TJ	AUT	Total final consumption; Residential	Primary solid biofuels	79.33																																																																																																																																																																																																																																																																																																																																																						
TJ	AUT	Total final consumption; Transport; Domestic aviation	Aviation gasoline																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Transport; Domestic aviation	Kerosene type jet fuel excl. biofuels																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Transport; Domestic navigation	Gas/diesel oil excl. biofuels																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Transport; Domestic navigation	Motor gasoline excl. biofuels																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Transport; Pipeline transport	Electricity																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Transport; Pipeline transport	Natural gas																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Transport; Rail	Electricity																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Transport; Rail	Gas/diesel oil excl. biofuels																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Transport; Rail	Primary solid biofuels																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Transport; Rail	White spirit & SBP																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Transport; Road	Biodiesels	12.71		42.12																																																																																																																																																																																																																																																																																																																																																				
TJ	AUT	Total final consumption; Transport; Road	Electricity	81.24																																																																																																																																																																																																																																																																																																																																																						
TJ	AUT	Total final consumption; Transport; Road	Gas/diesel oil excl. biofuels	50.34																																																																																																																																																																																																																																																																																																																																																						
TJ	AUT	Total final consumption; Transport; Road	Liquefied petroleum gases (LPG)	61.56																																																																																																																																																																																																																																																																																																																																																						
TJ	AUT	Total final consumption; Transport; Road	Motor gasoline excl. biofuels	88.43																																																																																																																																																																																																																																																																																																																																																						
TJ	AUT	Total final consumption; Transport; Transport not elsewhere specified	Electricity																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Transport; World aviation bunkers	Aviation gasoline																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Transport; World aviation bunkers	Kerosene type jet fuel excl. biofuels																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Transport; World aviation bunkers	Other kerosene																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Transport; World marine bunkers	Fuel oil																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Transport; World marine bunkers	Gas/diesel oil excl. biofuels																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Transport; World marine bunkers	Kerosene type jet fuel excl. biofuels																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Transfers	Other oil products																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Transformation processes; Autoproducer CHP plants	Biogases	39.25																																																																																																																																																																																																																																																																																																																																																						
TJ	AUT	Transformation processes; Autoproducer CHP plants	Blast furnace gas																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Transformation processes; Autoproducer CHP plants	Coke oven gas																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Transformation processes; Autoproducer CHP plants	Fuel oil	71.52																																																																																																																																																																																																																																																																																																																																																						
TJ	AUT	Transformation processes; Autoproducer CHP plants	Gas/diesel oil excl. biofuels	63.78																																																																																																																																																																																																																																																																																																																																																						
TJ	AUT	Transformation processes; Autoproducer CHP plants	Industrial waste	84.68		85.19																																																																																																																																																																																																																																																																																																																																																				
TJ	AUT	Transformation processes; Autoproducer CHP plants	Lignite	91.51																																																																																																																																																																																																																																																																																																																																																						
TJ	AUT	Transformation processes; Autoproducer CHP plants	Natural gas	74.42																																																																																																																																																																																																																																																																																																																																																						
TJ	AUT	Transformation processes; Autoproducer CHP plants	Other bituminous coal	85.81																																																																																																																																																																																																																																																																																																																																																						
TJ	AUT	Transformation processes; Autoproducer CHP plants	Primary solid biofuels	94.75		32.65																																																																																																																																																																																																																																																																																																																																																				
TJ	AUT	Transformation processes; Autoproducer CHP plants	Refinery gas																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Transformation processes; Autoproducer electricity plants	Biogases	13.77																																																																																																																																																																																																																																																																																																																																																						
TJ	AUT	Transformation processes; Autoproducer electricity plants	Hydro																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Transformation processes; Autoproducer electricity plants	Natural gas	77.68																																																																																																																																																																																																																																																																																																																																																						
TJ	AUT	Transformation processes; Autoproducer electricity plants	Primary solid biofuels	49.81		84.98																																																																																																																																																																																																																																																																																																																																																				
TJ	AUT	Transformation processes; Autoproducer heat plants	Fuel oil	97.30																																																																																																																																																																																																																																																																																																																																																						
TJ	AUT	Transformation processes; Blast furnaces	Coke oven coke																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Transformation processes; Blast furnaces	Fuel oil																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Transformation processes; Coke ovens	Coking coal																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Transformation processes; Electric boilers	Electricity																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Transformation processes; Main activity producer CHP plants	Biogases																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Transformation processes; Main activity producer CHP plants	Fuel oil																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Transformation processes; Main activity producer CHP plants	Gas/diesel oil excl. biofuels																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Transformation processes; Main activity producer CHP plants	Lignite																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Transformation processes; Main activity producer CHP plants	Municipal waste (non-renewable)																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Transformation processes; Main activity producer CHP plants	Municipal waste (renewable)																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Transformation processes; Main activity producer CHP plants	Natural gas																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Transformation processes; Main activity producer CHP plants	Other bituminous coal																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Transformation processes; Main activity producer electricity plants	Biogases	62.07																																																																																																																																																																																																																																																																																																																																																						
TJ	AUT	Transformation processes; Main activity producer electricity plants	Fuel oil																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Transformation processes; Main activity producer electricity plants	Gas/diesel oil excl. biofuels																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Transformation processes; Main activity producer electricity plants	Hydro																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Transformation processes; Main activity producer electricity plants	Lignite																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Transformation processes; Main activity producer electricity plants	Natural gas																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Transformation processes; Main activity producer electricity plants	Other bituminous coal																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Transformation processes; Main activity producer electricity plants	Solar photovoltaics																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Transformation processes; Main activity producer electricity plants	Wind																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Transformation processes; Main activity producer heat plants	Fuel oil																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Transformation processes; Main activity producer heat plants	Geothermal																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Transformation processes; Main activity producer heat plants	Lignite																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Transformation processes; Main activity producer heat plants	Liquefied petroleum gases (LPG)																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Transformation processes; Main activity producer heat plants	Municipal waste (non-renewable)																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Transformation processes; Main activity producer heat plants	Municipal waste (renewable)																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Transformation processes; Main activity producer heat plants	Natural gas																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Transformation processes; Main activity producer heat plants	Primary solid biofuels																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Transformation processes; Oil refineries	Additives/blending components																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Transformation processes; Oil refineries	Crude oil																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Transformation processes; Oil refineries	Natural gas liquids																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Transformation processes; Oil refineries	Refinery feedstocks																																																																																																																																																																																																																																																																																																																																																							
