COUNTRY,FLOW,PRODUCT,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Austria,For blended natural gas,Peat,53.84,95.13,2.45,49.90,24.49,64.16,33.21,25.88,43.79,18.69,32.68,17.64,87.39,62.36,83.87,1.53,27.66,24.74,57.25,65.66,14.78,17.24,45.88,63.07,26.07,84.25,85.59,71.67,76.58,46.22,99.61,47.24,24.93,82.74,74.81,25.51,32.32,88.95,41.37,47.21,93.35,25.23,5.40,73.17,99.58,66.89,72.27,74.67,70.50,98.02,71.23,78.22,38.65,82.87,27.20,91.61,3.04,19.20,14.66,94.85,31.15,92.81
Austria,For blended natural gas,Peat products,47.15,15.45,91.25,47.25,98.06,16.90,53.51,58.45,96.56,73.40,52.78,62.57,34.91,16.95,33.60,57.53,46.36,44.85,41.35,55.15,78.49,97.94,13.43,37.25,60.05,90.15,46.49,85.84,9.32,23.86,23.98,1.18,6.49,77.24,77.03,76.12,59.53,24.07,8.48,10.43,3.36,57.36,68.17,61.29,42.21,47.52,26.89,34.32,35.39,50.00,66.55,31.15,49.36,62.82,43.54,86.47,44.72,76.57,80.67,61.34,30.43,35.06
Austria,For blended natural gas,Oil shale and oil sands,78.58,73.15,46.57,60.89,22.82,67.94,40.90,16.09,25.30,63.76,34.36,64.45,41.12,89.90,13.61,40.06,23.23,76.76,69.23,44.19,89.63,32.77,82.02,54.97,63.62,45.69,26.40,87.33,16.44,63.82,71.90,21.79,62.23,9.18,60.16,91.82,86.05,40.21,31.10,17.69,20.54,81.22,99.47,9.98,45.35,43.69,17.97,7.35,36.04,80.25,6.08,25.88,70.95,15.04,20.58,65.60,65.71,68.03,4.06,45.93,80.80,37.55
Austria,For blended natural gas,Natural gas,22.37,32.26,19.48,78.55,58.75,97.09,26.40,43.30,21.91,36.94,28.47,96.84,54.95,56.33,63.81,3.67,52.78,50.77,65.64,39.05,22.22,40.06,48.71,35.20,38.46,1.69,12.06,92.76,8.25,12.16,1.72,37.64,65.27,31.23,37.87,17.10,75.39,42.14,69.06,44.91,97.56,80.30,39.46,92.68,28.43,24.51,17.98,14.96,65.58,16.65,58.24,91.86,37.65,9.14,46.50,25.85,32.16,13.27,98.81,12.84,92.50,83.00
Austria,For blended natural gas,Crude/NGL/feedstocks (if no detail),27.87,81.45,53.33,96.25,54.59,62.69,78.72,59.37,39.73,80.29,78.17,68.15,78.87,49.92,76.72,22.46,30.41,6.89,72.28,67.71,53.30,83.34,23.48,41.81,63.26,51.90,41.87,24.69,25.62,95.29,43.61,88.23,7.37,4.05,27.52,84.35,11.05,69.90,17.85,37.87,59.25,83.41,84.81,84.72,27.76,51.14,21.60,77.00,83.52,95.44,59.19,45.97,40.75,98.91,84.92,4.43,70.02,74.69,57.22,49.33,65.97,13.27
Austria,For blended natural gas,Crude oil,2.56,43.19,64.23,78.09,66.84,67.41,1.91,38.15,41.94,15.93,45.46,59.02,59.55,59.91,73.58,4.50,58.40,96.02,6.63,97.05,21.77,21.86,98.00,72.98,51.04,2.08,62.86,4.70,64.74,5.60,68.72,66.41,56.87,1.77,15.40,48.14,15.53,59.35,18.19,20.81,54.83,54.49,34.14,52.27,48.57,91.55,82.66,4.26,66.70,35.87,30.66,66.37,56.36,72.70,49.82,36.90,59.41,5.11,44.41,71.67,52.70,68.66
Austria,For blended natural gas,Natural gas liquids,28.86,70.16,31.92,94.56,21.20,24.94,72.40,67.76,79.29,5.27,43.01,39.05,11.93,41.35,43.73,54.36,54.21,33.33,98.13,10.79,44.19,93.61,24.84,90.55,19.13,33.68,5.57,63.40,79.28,89.25,15.43,44.45,4.38,0.22,6.66,17.04,22.52,12.64,71.10,85.09,74.10,21.11,7.65,46.79,14.63,59.34,67.54,11.43,81.43,82.10,7.17,2.27,98.50,20.65,10.52,21.11,16.77,26.38,21.11,46.38,96.79,43.09
Austria,For blended natural gas,Refinery feedstocks,24.89,95.51,16.35,62.38,96.67,58.95,71.33,64.65,24.30,61.44,84.16,66.12,56.07,42.99,65.50,77.40,36.28,54.45,51.84,54.10,44.63,81.69,77.63,73.78,86.26,12.45,38.07,76.15,97.49,87.09,51.15,69.09,60.02,24.50,17.33,51.28,3.23,30.35,44.06,40.58,86.63,65.73,35.29,25.69,35.36,87.55,53.52,37.23,25.61,66.34,92.25,66.17,32.02,2.44,7.93,95.25,60.14,50.68,39.10,6.39,27.33,15.76
Austria,For blended natural gas,Additives/blending components,0.00,44.11,5.05,62.27,35.61,84.36,82.66,61.92,74.20,75.18,39.26,74.28,44.84,62.09,95.05,98.04,28.77,85.25,66.08,9.84,41.04,77.68,96.50,39.89,74.03,49.02,48.27,74.31,89.63,71.03,7.17,19.48,70.19,69.90,35.13,70.02,20.73,0.39,61.75,32.21,61.18,69.13,32.15,71.45,53.42,90.79,54.96,31.72,32.54,50.41,76.51,14.89,5.07,60.16,6.18,74.00,54.14,3.52,10.02,37.29,37.66,9.84
Austria,For blended natural gas,Other hydrocarbons,22.02,48.47,76.47,6.59,44.43,33.88,72.48,76.69,23.25,33.03,91.59,51.18,84.90,25.29,72.96,31.99,5.39,13.82,17.13,47.98,62.67,65.68,39.27,83.31,28.76,34.51,29.33,4.52,88.68,56.09,93.26,36.49,54.71,7.46,64.43,25.39,64.85,38.79,3.35,47.90,30.92,75.10,94.06,85.21,71.92,44.00,62.69,55.05,49.14,20.21,45.47,64.54,41.93,68.71,73.17,40.80,5.73,9.35,83.80,49.23,42.22,74.04
Austria,For blended natural gas,Refinery gas,46.94,26.50,69.99,59.24,76.58,98.25,66.68,39.80,39.15,15.11,44.67,54.05,14.54,82.30,1.17,32.44,13.92,55.73,13.44,14.59,55.14,62.16,28.33,80.54,25.90,58.96,41.73,53.87,21.35,65.53,36.06,44.26,68.02,16.91,43.94,70.75,4.36,50.90,16.08,82.18,1.49,64.31,38.24,77.39,32.18,87.49,28.50,98.62,75.96,60.92,53.87,3.89,96.03,35.11,46.08,74.06,79.70,60.37,13.05,57.94,69.06,52.02
Austria,For blended natural gas,Ethane,2.42,62.03,66.22,56.43,49.64,11.53,77.56,30.52,49.56,45.76,49.79,7.54,83.84,68.59,94.94,9.68,42.96,34.87,0.46,77.83,14.14,97.05,29.44,5.49,8.83,29.37,18.89,71.96,12.33,16.35,50.10,80.76,41.70,93.53,79.48,1.98,70.61,58.47,62.05,82.02,51.54,81.84,1.95,69.41,22.33,36.36,95.58,51.95,30.01,35.57,58.33,64.01,19.40,73.32,33.23,51.02,95.80,18.62,54.75,6.50,8.13,17.91
Austria,For blended natural gas,Liquefied petroleum gases (LPG),52.70,19.55,33.22,89.59,99.46,99.50,98.05,68.87,41.09,17.20,70.07,61.66,34.25,97.44,70.58,15.20,65.33,21.84,89.64,85.89,40.62,81.24,98.70,71.57,70.27,27.73,14.19,30.81,7.24,13.02,15.25,37.93,39.25,31.78,56.01,73.54,90.42,7.08,54.89,51.32,8.63,42.82,83.58,53.76,19.48,64.39,58.27,59.05,1.78,73.25,33.65,94.51,13.90,94.74,86.66,74.91,41.68,37.04,32.17,40.73,87.20,9.60
Austria,For blended natural gas,Motor gasoline excl. biofuels,7.23,82.26,40.32,50.10,61.36,40.06,88.63,79.05,58.60,55.44,31.33,84.79,59.56,73.68,72.91,6.56,78.17,16.75,2.87,48.04,40.15,22.49,71.09,98.56,39.88,89.61,64.84,83.05,71.11,97.89,55.94,94.06,39.45,71.70,7.15,22.15,29.23,12.59,75.00,19.86,27.60,40.20,7.11,22.19,31.00,79.24,39.86,34.91,64.44,73.19,3.31,15.94,48.59,46.24,59.78,10.46,20.73,67.93,18.92,71.63,35.72,38.29
Austria,For blended natural gas,Aviation gasoline,55.56,40.56,95.90,79.54,61.72,63.41,45.44,3.95,63.22,41.79,2.18,13.73,15.30,27.33,27.54,15.60,41.78,58.00,10.47,64.80,49.57,94.02,26.33,30.94,3.56,58.90,37.99,8.95,64.81,81.20,23.22,49.90,7.34,95.22,94.14,33.76,25.29,53.45,92.78,68.59,37.95,70.44,89.43,2.64,64.11,78.91,72.37,58.22,58.68,16.29,73.40,27.62,48.97,6.68,40.05,19.02,59.87,75.21,87.43,62.97,18.77,2.15
Austria,For blended natural gas,Gasoline type jet fuel,5.93,0.66,20.78,24.80,18.08,67.16,95.07,92.27,68.92,10.31,62.17,3.79,4.37,54.37,86.88,90.10,60.24,61.84,68.47,99.19,60.51,33.60,86.34,26.51,32.42,57.43,9.61,12.92,78.82,29.82,91.26,93.30,19.47,72.27,93.59,57.70,81.72,66.85,62.03,54.24,98.54,78.00,76.84,13.17,22.99,53.25,38.65,39.41,6.37,60.24,96.57,0.96,67.52,52.10,34.25,75.49,70.15,9.05,61.36,84.11,4.17,46.41
Austria,For blended natural gas,Kerosene type jet fuel excl. biofuels,67.46,30.33,53.45,74.67,69.63,76.35,55.28,69.01,88.73,69.50,49.04,94.17,8.99,32.56,64.77,75.66,95.92,10.78,64.48,57.54,21.65,45.20,4.53,44.96,0.35,9.44,11.20,60.42,54.51,27.60,5.44,97.75,83.22,30.31,39.01,86.66,4.55,2.77,86.48,53.40,49.72,48.76,29.39,30.16,39.47,41.75,87.36,67.99,44.38,45.59,27.48,48.29,94.17,67.68,25.06,83.80,59.70,79.70,36.13,85.52,7.54,58.61
Austria,For blended natural gas,Other kerosene,53.78,14.28,54.27,42.78,37.85,95.14,92.31,8.93,72.73,84.41,47.49,97.16,59.68,64.39,37.51,21.47,73.86,72.27,19.87,72.22,13.94,47.43,62.16,25.38,91.50,40.39,32.91,75.30,30.29,73.90,2.28,78.71,45.69,32.08,38.21,99.49,91.99,48.91,60.15,41.60,5.38,20.50,20.32,6.15,78.39,27.67,25.50,49.45,31.27,86.38,81.97,5.19,56.53,96.30,52.33,25.87,94.40,85.00,28.86,50.95,93.04,2.24
Austria,For blended natural gas,Gas/diesel oil excl. biofuels,55.82,8.11,32.02,84.46,37.95,55.33,82.12,30.82,70.26,37.13,62.25,59.69,28.65,30.81,10.60,74.81,7.69,81.49,12.12,95.36,82.86,12.48,62.37,64.76,49.19,99.01,2.83,28.40,86.52,23.21,91.49,19.21,54.69,55.46,1.41,91.79,38.53,59.55,58.65,87.53,4.37,32.89,49.17,29.69,35.89,55.07,49.93,79.96,51.49,40.73,26.37,70.62,22.99,81.92,65.85,4.66,71.22,71.91,52.58,29.43,70.13,14.10
Austria,For blended natural gas,Fuel oil,50.88,23.32,17.32,27.42,52.68,3.84,74.43,24.09,30.79,10.80,54.15,19.40,99.30,74.96,2.65,26.36,71.73,91.17,64.59,93.41,1.37,27.03,35.65,13.89,4.13,65.26,77.42,89.36,67.20,56.43,35.52,84.48,92.72,58.53,81.93,11.70,80.78,64.81,13.30,18.78,24.74,93.99,24.68,23.55,5.93,25.77,94.26,75.14,88.20,75.32,86.22,54.34,5.98,35.48,58.09,6.57,91.30,90.19,83.52,89.81,44.31,53.20
Austria,For blended natural gas,Naphtha,48.43,92.43,24.14,51.57,45.92,69.24,65.44,37.96,48.08,48.38,29.44,60.13,21.48,68.61,83.78,13.65,34.64,88.17,43.71,11.07,21.65,33.56,13.01,58.00,77.10,78.56,84.48,38.38,37.35,66.60,68.44,77.32,72.17,83.12,59.75,61.04,0.11,30.21,77.29,17.05,70.30,71.19,97.46,7.57,61.70,30.57,82.52,73.87,72.82,48.60,10.98,59.92,0.41,85.68,25.70,88.33,9.57,30.21,38.95,33.54,13.05,79.10
Austria,For blended natural gas,White spirit & SBP,77.96,32.30,25.52,51.99,77.10,25.43,35.60,96.69,68.91,94.93,30.29,16.58,39.34,38.21,70.10,5.70,81.27,7.85,14.48,88.45,45.36,44.43,13.63,50.65,61.83,1.12,47.73,65.68,90.84,79.82,69.47,89.31,95.19,54.40,47.90,77.80,71.44,98.81,68.65,62.59,55.39,46.30,97.87,83.70,26.72,67.74,31.86,31.19,28.52,68.62,14.51,1.77,46.13,15.98,85.39,87.82,98.18,4.10,15.98,97.52,58.36,78.25
Austria,For blended natural gas,Lubricants,53.53,83.37,34.53,9.01,94.92,37.80,48.06,96.89,67.12,77.62,96.59,32.75,64.36,97.92,70.15,15.21,78.37,86.47,79.63,45.89,55.30,49.99,70.89,53.30,78.31,56.02,94.25,86.96,19.78,86.37,68.97,6.47,69.92,30.98,1.70,93.72,27.80,48.59,56.87,14.31,86.49,1.96,48.48,14.26,95.30,25.61,56.92,25.66,73.94,72.28,14.29,52.05,72.01,90.28,45.19,76.44,65.62,58.69,98.72,73.37,33.93,7.44
Austria,For blended natural gas,Bitumen,69.56,60.61,74.73,95.59,13.00,20.28,76.85,45.07,26.12,80.15,81.91,83.33,55.72,97.79,44.70,7.42,36.19,58.73,12.04,82.09,31.20,53.50,49.82,74.74,86.03,85.32,14.54,32.57,80.63,32.66,23.49,81.52,38.89,52.76,33.78,93.55,71.10,40.42,41.73,47.29,8.27,46.25,25.00,35.05,40.84,74.91,94.05,56.54,59.84,73.47,14.20,50.34,12.43,28.22,43.60,90.95,93.41,78.29,19.06,79.36,97.85,1.01
Austria,For blended natural gas,Paraffin waxes,75.23,71.85,90.94,43.40,30.82,60.10,78.79,64.36,77.23,51.60,5.17,59.27,33.14,49.21,59.61,36.39,98.76,27.33,19.96,16.35,82.78,19.83,9.40,35.22,94.57,5.52,63.77,8.93,34.81,2.56,86.18,61.64,51.24,46.49,91.40,76.01,1.90,64.71,3.86,24.31,50.79,98.08,31.58,32.80,68.53,42.91,35.96,98.20,22.72,34.27,41.40,35.59,94.57,26.49,41.63,95.48,3.57,90.79,16.02,61.85,87.15,96.21
Austria,For blended natural gas,Petroleum coke,36.30,79.57,67.30,87.69,95.38,50.23,96.88,53.57,89.69,2.59,34.31,66.57,89.28,69.58,73.78,92.63,93.80,21.89,69.92,47.40,37.15,53.05,37.36,22.53,92.46,68.52,61.55,20.43,17.01,87.42,45.78,14.45,87.01,68.62,85.27,5.41,62.79,9.86,28.46,1.11,82.52,66.83,45.31,13.21,93.45,58.29,83.38,88.23,73.16,2.42,44.28,63.11,94.33,40.22,49.70,4.14,52.62,40.38,74.14,79.59,55.09,48.75
Austria,For blended natural gas,Other oil products,81.81,62.27,18.36,4.52,9.42,92.97,29.68,36.19,8.10,52.05,0.88,45.60,73.07,52.04,5.49,35.51,77.49,52.49,55.27,13.64,33.47,26.89,56.83,64.01,48.25,15.71,51.77,70.87,96.70,59.03,46.07,28.02,89.04,60.51,40.59,0.70,28.31,73.46,32.93,65.31,67.91,71.62,22.35,65.59,33.19,50.59,72.96,51.66,7.50,50.82,79.02,28.76,94.98,74.66,86.41,73.31,9.04,73.72,38.18,2.95,62.87,25.61
Austria,For blended natural gas,Industrial waste,60.06,2.09,71.39,7.33,45.99,85.17,7.65,38.36,78.78,12.86,22.71,17.27,9.21,44.45,40.59,87.08,4.63,24.80,51.61,25.47,35.67,28.99,92.72,79.76,32.69,19.38,5.00,9.86,24.03,59.12,18.80,82.46,3.47,3.54,59.04,80.20,62.32,8.88,68.19,26.78,93.60,69.12,11.86,41.08,83.23,30.75,56.96,68.91,17.94,98.78,28.20,83.60,84.96,68.02,90.25,59.28,59.07,96.70,68.84,56.12,21.05,27.17
Austria,For blended natural gas,Municipal waste (renewable),13.91,33.81,9.23,83.99,55.60,76.33,31.19,13.25,73.13,7.82,77.43,48.00,94.05,73.94,27.51,11.80,13.76,47.10,39.68,77.25,41.89,30.98,44.04,34.79,83.91,87.06,60.19,3.40,53.13,72.25,4.62,88.04,77.66,47.23,36.38,78.95,0.89,98.79,96.66,41.10,19.70,22.98,37.33,64.97,28.37,68.37,4.61,1.22,36.64,89.82,38.30,41.64,58.59,32.31,14.37,32.47,10.35,95.75,87.59,57.47,91.53,14.32
Austria,For blended natural gas,Municipal waste (non-renewable),2.52,54.92,43.49,2.71,9.95,79.57,56.22,14.84,95.54,18.89,64.70,80.88,41.20,1.41,80.77,85.13,89.55,51.41,49.39,73.25,1.35,51.04,56.53,29.19,59.29,2.88,50.98,63.05,1.83,42.25,46.74,58.67,41.46,42.92,22.72,32.49,24.81,31.35,93.25,87.83,42.34,44.67,90.27,0.92,78.00,61.15,41.28,60.43,58.52,1.29,30.92,79.29,54.64,34.42,30.02,6.02,59.08,11.64,5.73,82.33,39.97,39.10
Austria,For blended natural gas,Primary solid biofuels,50.91,46.49,88.40,0.24,78.09,47.33,57.49,0.29,44.44,86.79,62.79,58.94,83.04,43.36,49.40,36.37,44.96,17.25,13.76,79.86,12.11,35.03,93.40,14.99,47.51,0.74,41.35,98.43,62.61,76.02,32.52,40.68,25.05,18.18,10.62,58.45,55.30,62.04,24.04,18.62,54.40,79.19,15.80,31.94,41.96,5.66,70.90,39.24,11.84,67.62,22.44,59.47,42.89,28.74,10.49,10.67,45.68,75.23,23.00,91.03,50.66,18.91
Austria,For blended natural gas,Biogases,52.20,3.64,26.41,51.82,91.79,33.86,32.32,67.79,48.83,42.79,30.97,75.72,55.46,6.36,81.90,51.23,98.96,78.66,59.98,61.23,31.65,16.17,64.62,58.89,78.42,46.74,17.33,23.93,93.51,62.62,19.12,21.78,39.36,0.96,38.62,26.79,14.31,31.64,72.57,81.86,19.40,21.80,41.81,46.89,72.51,52.91,92.57,60.59,47.20,13.79,73.00,30.60,91.77,22.25,70.02,19.06,82.70,12.41,27.77,24.83,29.92,1.00
Austria,For blended natural gas,Biogasoline,25.51,85.14,40.86,69.37,38.94,2.70,64.42,7.12,39.80,14.93,35.58,43.37,61.61,26.70,63.19,37.90,79.24,64.50,95.43,24.16,44.65,72.39,85.10,89.08,16.35,92.58,41.50,60.48,28.92,80.65,57.44,83.29,75.12,29.71,75.85,40.66,80.55,2.07,55.80,57.33,67.86,39.94,74.45,36.26,16.15,1.93,69.91,71.87,15.18,17.56,86.28,93.29,89.49,83.35,25.60,95.88,5.61,44.64,59.98,43.70,50.78,22.84
Austria,For blended natural gas,Biodiesels,35.77,46.10,6.55,85.31,98.56,21.13,31.74,97.09,80.15,23.14,58.88,67.22,74.02,10.70,21.61,39.45,43.60,92.95,30.88,79.06,74.57,8.16,50.92,18.63,83.81,7.30,41.54,89.25,81.64,45.85,65.33,61.23,18.14,77.13,53.92,92.55,54.79,18.27,41.91,32.32,77.47,55.68,57.07,15.92,61.73,90.31,27.70,90.48,12.71,30.12,91.57,66.14,21.34,52.59,66.45,63.61,91.36,70.95,49.99,9.41,54.46,75.97
Austria,For blended natural gas,Bio jet kerosene,43.77,20.15,23.53,44.30,82.93,14.65,51.48,27.88,66.15,23.76,27.08,63.46,39.89,91.06,40.01,23.73,35.82,17.82,99.74,70.11,67.93,32.68,20.32,51.05,36.11,60.37,90.07,1.98,32.38,77.46,16.49,10.77,97.56,88.64,28.35,97.34,3.02,18.88,44.23,60.53,65.88,48.57,94.45,3.24,46.67,12.19,72.03,73.57,21.46,19.08,18.37,69.96,52.83,18.20,83.38,13.50,98.34,25.07,68.68,84.84,45.93,30.20
Austria,For blended natural gas,Other liquid biofuels,29.61,46.84,52.05,66.42,16.84,27.08,37.37,15.29,49.02,42.98,16.72,97.09,59.84,91.42,28.20,52.43,43.39,60.85,16.47,11.54,12.40,85.93,22.83,6.04,91.22,19.30,44.18,18.31,21.66,42.37,80.58,37.34,58.55,12.70,52.42,31.28,52.77,60.84,79.36,50.01,58.49,89.50,22.31,95.20,86.89,37.72,50.86,40.70,87.78,92.84,48.66,68.14,67.27,99.69,9.85,22.13,39.12,92.38,43.40,59.54,7.60,53.34
Austria,For blended natural gas,Non-specified primary biofuels and waste,63.91,97.89,95.44,42.95,10.98,35.06,29.96,19.65,49.08,56.18,28.58,64.35,98.32,68.94,35.69,91.88,64.86,78.12,75.39,99.94,34.59,23.88,49.55,8.90,35.76,39.44,52.44,50.23,79.58,39.50,41.64,13.63,99.84,44.53,53.85,25.35,66.95,25.35,58.05,60.43,36.06,18.65,2.73,42.60,49.01,48.07,15.33,44.74,82.94,67.39,69.47,49.90,41.36,55.09,82.09,70.57,33.14,36.13,17.72,59.49,80.20,43.90
Austria,For blended natural gas,Charcoal,0.02,90.56,46.23,37.46,54.82,21.14,20.62,11.57,53.09,46.18,62.31,22.62,5.60,50.40,45.44,39.64,45.99,91.55,34.94,14.60,53.24,64.11,49.93,46.75,81.65,5.09,78.77,18.76,92.80,17.14,10.79,81.69,15.50,70.65,66.86,65.52,22.39,3.31,2.81,94.25,40.08,70.38,57.29,23.96,78.34,33.58,68.76,40.15,82.45,16.42,76.72,59.48,64.92,75.27,27.10,89.07,59.64,77.92,27.37,92.55,15.04,19.27
Austria,For blended natural gas,Elec/heat output from non-specified manufactured gases,34.41,88.75,79.82,94.88,54.60,90.70,74.92,37.66,85.23,62.06,14.73,57.56,79.36,3.83,24.45,53.15,51.41,77.34,89.69,65.23,12.94,34.01,60.30,41.84,18.71,47.62,43.24,49.67,4.03,52.78,33.03,23.75,4.98,70.08,32.87,52.50,71.20,37.53,42.61,92.14,89.30,11.90,91.59,28.12,43.70,51.29,54.05,48.35,24.78,14.68,3.90,51.76,31.86,79.51,74.66,36.22,27.37,30.82,11.62,36.85,18.31,16.43
Austria,For blended natural gas,Heat output from non-specified combustible fuels,84.45,34.24,53.29,36.30,13.81,4.16,56.23,35.47,34.17,34.18,42.71,34.28,52.79,33.40,27.08,29.56,71.27,33.77,83.55,46.80,83.21,61.03,51.87,36.08,79.55,50.67,52.83,96.70,29.11,49.80,82.98,42.57,31.69,98.43,12.03,34.54,5.61,34.13,4.45,23.27,90.87,61.76,4.09,60.12,94.25,84.18,84.57,3.56,73.62,86.15,6.04,24.82,28.63,72.46,13.27,56.74,60.81,49.44,37.83,16.00,88.03,53.23
Austria,For blended natural gas,Nuclear,66.34,26.19,63.08,4.11,55.95,48.39,6.11,49.88,82.62,84.58,81.91,65.95,94.45,76.97,90.50,79.91,52.40,94.16,4.28,86.26,70.56,19.72,63.81,47.36,31.77,48.47,48.19,82.68,77.36,2.00,49.50,57.29,79.61,47.38,66.31,8.35,2.85,7.86,89.71,78.01,12.91,99.32,66.93,33.62,79.85,82.03,5.66,26.43,82.16,63.69,59.53,19.46,60.89,67.60,74.79,75.53,55.73,0.34,57.10,54.36,96.94,14.37
Austria,For blended natural gas,Hydro,58.85,30.31,2.03,7.90,51.46,28.52,57.24,38.45,63.02,34.78,72.97,70.68,20.05,98.48,12.79,36.05,63.47,92.69,35.71,73.08,21.91,88.45,29.20,24.77,17.32,93.69,30.94,62.39,34.55,42.27,67.23,16.09,74.65,55.65,25.16,20.65,49.89,92.51,72.16,50.29,13.18,37.41,64.68,80.94,74.61,75.85,71.35,64.63,47.60,67.36,79.87,80.96,82.23,14.28,86.60,28.41,1.39,55.52,1.02,48.69,41.00,41.91
Austria,For blended natural gas,Geothermal,79.39,70.71,1.92,8.53,84.98,32.06,35.51,40.23,35.34,42.41,22.44,37.78,34.43,76.34,40.43,71.74,89.24,52.72,87.88,0.52,6.48,96.65,95.95,28.14,0.80,19.08,27.93,5.58,52.20,71.96,25.25,19.91,43.75,95.05,74.42,92.61,10.46,83.97,34.62,84.95,62.90,57.44,18.29,65.80,22.93,13.81,70.65,96.44,98.00,73.01,9.80,74.87,40.72,71.56,72.67,76.72,8.81,92.93,80.19,31.89,43.72,28.69
Austria,For blended natural gas,Solar photovoltaics,26.94,23.93,76.57,79.49,37.16,87.86,62.47,71.19,79.93,59.96,60.29,36.58,82.31,8.69,5.55,24.78,60.88,54.75,89.74,3.39,67.07,74.56,5.20,84.41,73.30,60.81,99.41,76.84,8.84,11.97,98.28,49.53,48.46,48.79,50.09,17.87,96.30,47.58,7.41,35.44,98.52,95.44,91.36,42.97,6.96,50.73,64.32,64.87,83.67,80.54,24.47,22.33,58.43,75.39,27.41,31.26,23.16,69.46,41.19,2.25,61.45,24.90
Austria,For blended natural gas,Solar thermal,56.42,78.27,47.49,41.42,2.11,8.10,95.73,53.71,35.31,38.17,0.42,92.71,39.19,75.56,41.58,66.66,78.60,50.06,91.49,24.48,13.37,60.78,34.61,96.59,78.11,26.00,2.36,41.14,30.38,80.62,67.16,82.69,9.16,45.17,5.03,83.20,56.72,23.15,53.28,15.56,98.24,39.53,44.59,82.76,86.09,70.66,45.56,28.96,67.79,30.22,82.71,33.86,12.21,17.66,41.27,64.77,50.62,87.87,92.28,17.71,52.37,27.30
Austria,For blended natural gas,"Tide, wave and ocean",26.40,61.00,0.08,33.78,14.25,42.08,48.14,23.47,48.96,8.61,5.88,11.85,67.23,62.44,79.63,88.94,28.74,73.17,63.08,57.01,45.82,28.33,0.57,51.76,56.71,11.71,94.64,24.83,21.63,76.70,41.40,32.88,93.39,17.49,93.80,30.94,47.72,12.03,48.97,89.39,72.83,94.10,19.74,63.04,73.68,58.19,57.93,93.67,41.98,65.21,28.35,88.90,85.98,10.41,74.07,71.94,86.28,84.57,39.08,76.73,13.50,83.40
Austria,For blended natural gas,Wind,47.30,99.78,43.11,84.03,23.76,12.46,94.34,62.56,72.23,69.65,31.98,66.93,65.79,88.98,45.71,20.89,75.40,56.64,21.80,13.98,8.61,50.81,72.90,96.02,34.10,42.14,39.89,79.58,73.50,23.41,26.58,34.38,99.69,54.16,18.90,41.20,86.13,91.87,26.87,32.37,5.46,42.40,22.33,0.53,52.44,90.52,74.43,71.60,29.30,36.77,17.86,38.18,50.69,92.90,98.12,1.50,66.66,34.57,28.05,90.47,13.59,22.74
Austria,For blended natural gas,Other sources,49.67,18.31,59.68,6.40,84.34,1.94,76.11,26.07,6.38,87.29,79.79,36.82,22.21,96.23,26.83,94.56,41.86,56.15,17.33,18.33,42.51,21.04,47.53,50.27,78.55,26.78,63.91,43.39,5.67,39.42,24.87,1.09,34.23,14.78,72.22,79.96,16.19,5.76,66.95,70.90,60.59,56.65,60.11,50.95,52.54,39.09,48.03,66.27,33.66,71.12,68.87,56.69,64.60,85.48,42.29,70.56,47.83,56.02,46.80,37.82,34.46,76.88
Austria,For blended natural gas,Electricity,78.73,56.50,49.43,47.93,46.74,70.96,77.86,54.75,71.12,56.55,37.00,13.36,60.29,33.03,92.90,21.07,50.11,75.28,47.86,33.22,3.09,4.18,22.41,79.78,37.74,58.44,91.07,3.28,58.48,5.50,70.07,35.99,89.70,9.59,52.98,2.39,44.08,78.23,73.67,38.92,97.92,87.91,79.88,33.64,8.39,11.93,14.81,46.98,62.10,6.79,57.84,78.38,16.48,44.60,61.40,68.87,76.86,30.64,29.06,72.79,60.05,71.94
Austria,For blended natural gas,Heat,95.03,92.79,79.47,32.19,38.35,99.17,57.36,85.55,6.12,43.24,77.37,43.15,60.79,84.62,1.97,11.54,53.69,60.15,32.52,21.05,96.72,53.58,65.32,43.45,22.31,0.45,93.74,45.12,56.77,49.13,81.58,0.53,15.53,51.93,30.61,51.81,84.12,61.74,85.55,30.51,87.22,96.73,38.82,86.27,54.10,26.03,47.71,48.80,83.53,6.04,43.56,14.21,76.12,58.10,7.48,57.92,21.51,79.45,66.92,4.57,17.29,4.60
Austria,For blended natural gas,Total,66.81,30.46,98.15,30.67,43.03,95.07,2.69,64.35,25.73,73.31,25.84,11.45,32.14,39.23,97.13,23.44,62.15,4.36,59.40,74.61,45.44,55.25,67.06,2.36,78.11,30.85,25.61,6.22,64.52,26.58,62.61,4.72,25.72,21.27,10.69,47.42,41.90,36.40,82.20,8.20,90.83,3.70,99.21,95.47,44.07,44.05,55.84,84.53,84.14,88.14,45.55,83.94,40.46,67.25,63.79,52.60,75.24,74.91,95.62,55.66,40.93,17.18
