MRIO_country				AT	AT	AT	AT	AT	AT	AT	BE	BE	BE	BE	BE	BE	BE	BG	BG	BG	BG	BG	BG	BG	CY	CY	CY	CY	CY	CY	CY	CZ	CZ	CZ	CZ	CZ	CZ	CZ	DE	DE	DE	DE	DE	DE	DE	DK	DK	DK	DK	DK	DK	DK	EE	EE	EE	EE	EE	EE	EE	ES	ES	ES	ES	ES	ES	ES	FI	FI	FI	FI	FI	FI	FI	FR	FR	FR	FR	FR	FR	FR	GR	GR	GR	GR	GR	GR	GR	HR	HR	HR	HR	HR	HR	HR	HU	HU	HU	HU	HU	HU	HU	IE	IE	IE	IE	IE	IE	IE	IT	IT	IT	IT	IT	IT	IT	LT	LT	LT	LT	LT	LT	LT	LU	LU	LU	LU	LU	LU	LU	LV	LV	LV	LV	LV	LV	LV	MT	MT	MT	MT	MT	MT	MT	NL	NL	NL	NL	NL	NL	NL	PL	PL	PL	PL	PL	PL	PL	PT	PT	PT	PT	PT	PT	PT	RO	RO	RO	RO	RO	RO	RO	SE	SE	SE	SE	SE	SE	SE	SI	SI	SI	SI	SI	SI	SI	SK	SK	SK	SK	SK	SK	SK	GB	GB	GB	GB	GB	GB	GB	US	US	US	US	US	US	US	JP	JP	JP	JP	JP	JP	JP	CN	CN	CN	CN	CN	CN	CN	CA	CA	CA	CA	CA	CA	CA	KR	KR	KR	KR	KR	KR	KR	BR	BR	BR	BR	BR	BR	BR	IN	IN	IN	IN	IN	IN	IN	MX	MX	MX	MX	MX	MX	MX	RU	RU	RU	RU	RU	RU	RU	AU	AU	AU	AU	AU	AU	AU	CH	CH	CH	CH	CH	CH	CH	TR	TR	TR	TR	TR	TR	TR	TW	TW	TW	TW	TW	TW	TW	NO	NO	NO	NO	NO	NO	NO	ID	ID	ID	ID	ID	ID	ID	ZA	ZA	ZA	ZA	ZA	ZA	ZA	WA	WA	WA	WA	WA	WA	WA	WL	WL	WL	WL	WL	WL	WL	WE	WE	WE	WE	WE	WE	WE	WF	WF	WF	WF	WF	WF	WF	WM	WM	WM	WM	WM	WM	WM
TJ	AUT	Heat output-autoproducer heat plants	Natural gas																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Heat output-autoproducer heat plants	Primary solid biofuels																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Heat output-main activity producer CHP plants	Biogases																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Heat output-main activity producer CHP plants	Fuel oil																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Heat output-main activity producer CHP plants	Gas/diesel oil excl. biofuels																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Heat output-main activity producer CHP plants	Industrial waste																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Heat output-main activity producer CHP plants	Municipal waste (non-renewable)																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Heat output-main activity producer CHP plants	Municipal waste (renewable)																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Heat output-main activity producer CHP plants	Natural gas																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Heat output-main activity producer CHP plants	Other bituminous coal																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Heat output-main activity producer CHP plants	Primary solid biofuels																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Heat output-main activity producer heat plants	Biogases																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Heat output-main activity producer heat plants	Electricity																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Heat output-main activity producer heat plants	Fuel oil																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Heat output-main activity producer heat plants	Gas/diesel oil excl. biofuels																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Heat output-main activity producer heat plants	Geothermal																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Heat output-main activity producer heat plants	Heat																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Heat output-main activity producer heat plants	Municipal waste (non-renewable)																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Heat output-main activity producer heat plants	Municipal waste (renewable)																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Heat output-main activity producer heat plants	Natural gas																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Heat output-main activity producer heat plants	Primary solid biofuels																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Heat output-main activity producer heat plants	Solar thermal																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Losses	Blast furnace gas																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Losses	Coke oven gas																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Losses	Electricity																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Losses	Heat																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Losses	Natural gas																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Losses	Other recovered gases																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Stock changes	Anthracite					3.89																																																																																																																																																																																																																																																																																																																																																		
TJ	AUT	Stock changes	Aviation gasoline					26.12																																																																																																																																																																																																																																																																																																																																																		
TJ	AUT	Stock changes	Biodiesels					62.14																																																																																																																																																																																																																																																																																																																																																		
TJ	AUT	Stock changes	Biogasoline					97.19																																																																																																																																																																																																																																																																																																																																																		
TJ	AUT	Stock changes	Bitumen					96.41																																																																																																																																																																																																																																																																																																																																																		
TJ	AUT	Stock changes	Coal tar					50.15																																																																																																																																																																																																																																																																																																																																																		
TJ	AUT	Stock changes	Coke oven coke					1.01																																																																																																																																																																																																																																																																																																																																																		
TJ	AUT	Stock changes	Coking coal					23.45																																																																																																																																																																																																																																																																																																																																																		
TJ	AUT	Stock changes	Crude oil					88.59																																																																																																																																																																																																																																																																																																																																																		
TJ	AUT	Stock changes	Fuel oil					8.27																																																																																																																																																																																																																																																																																																																																																		
TJ	AUT	Stock changes	Gas/diesel oil excl. biofuels					60.90																																																																																																																																																																																																																																																																																																																																																		
TJ	AUT	Stock changes	Kerosene type jet fuel excl. biofuels					33.82																																																																																																																																																																																																																																																																																																																																																		
TJ	AUT	Stock changes	Liquefied petroleum gases (LPG)					27.43																																																																																																																																																																																																																																																																																																																																																		
TJ	AUT	Stock changes	Lubricants					69.46																																																																																																																																																																																																																																																																																																																																																		
TJ	AUT	Stock changes	Motor gasoline excl. biofuels					70.12																																																																																																																																																																																																																																																																																																																																																		
TJ	AUT	Stock changes	Naphtha					96.96																																																																																																																																																																																																																																																																																																																																																		
TJ	AUT	Stock changes	Natural gas					55.77																																																																																																																																																																																																																																																																																																																																																		
TJ	AUT	Stock changes	Other bituminous coal					20.54																																																																																																																																																																																																																																																																																																																																																		
TJ	AUT	Stock changes	Other kerosene					51.25																																																																																																																																																																																																																																																																																																																																																		
TJ	AUT	Stock changes	Other oil products					28.60																																																																																																																																																																																																																																																																																																																																																		
TJ	AUT	Stock changes	Petroleum coke					92.16																																																																																																																																																																																																																																																																																																																																																		
TJ	AUT	Stock changes	Primary solid biofuels					65.13																																																																																																																																																																																																																																																																																																																																																		
TJ	AUT	Stock changes	Refinery feedstocks					90.44																																																																																																																																																																																																																																																																																																																																																		
TJ	AUT	Stock changes	White spirit & SBP					57.04																																																																																																																																																																																																																																																																																																																																																		
TJ	AUT	Total final consumption; Agriculture/forestry	BKB																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Agriculture/forestry	Biodiesels			33.88		21.11																																																																																																																																																																																																																																																																																																																																																		
TJ	AUT	Total final consumption; Agriculture/forestry	Coke oven coke																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Agriculture/forestry	Electricity																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Agriculture/forestry	Gas/diesel oil excl. biofuels																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Agriculture/forestry	Heat																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Agriculture/forestry	Liquefied petroleum gases (LPG)																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Agriculture/forestry	Natural gas																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Agriculture/forestry	Other bituminous coal	63.15				21.85																																																																																																																																																																																																																																																																																																																																																		
TJ	AUT	Total final consumption; Agriculture/forestry	Primary solid biofuels																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Agriculture/forestry	Solar thermal																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Commercial and public services	Biodiesels			67.63																																																																																																																																																																																																																																																																																																																																																				
TJ	AUT	Total final consumption; Commercial and public services	Biogases																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Commercial and public services	Charcoal			52.89																																																																																																																																																																																																																																																																																																																																																				
TJ	AUT	Total final consumption; Commercial and public services	Electricity																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Commercial and public services	Fuel oil																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Commercial and public services	Gas/diesel oil excl. biofuels																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Commercial and public services	Geothermal																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Commercial and public services	Heat																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Commercial and public services	Liquefied petroleum gases (LPG)																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Commercial and public services	Natural gas																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Commercial and public services	Primary solid biofuels			23.79																																																																																																																																																																																																																																																																																																																																																				
TJ	AUT	Total final consumption; Commercial and public services	Solar thermal																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Commercial and public services	White spirit & SBP																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Construction	Biodiesels																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Construction	Biogases																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Construction	Electricity																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Construction	Fuel oil																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Construction	Gas/diesel oil excl. biofuels																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Construction	Heat																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Construction	Industrial waste																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Construction	Liquefied petroleum gases (LPG)																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Construction	Natural gas																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Construction	Primary solid biofuels																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Construction	White spirit & SBP																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Industry not elsewhere specified	Biodiesels			10.11		59.89																																																																																																																																																																																																																																																																																																																																																		
TJ	AUT	Total final consumption; Industry; Industry not elsewhere specified	Electricity																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Industry not elsewhere specified	Fuel oil																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Industry not elsewhere specified	Gas/diesel oil excl. biofuels																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Industry not elsewhere specified	Heat																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Industry not elsewhere specified	Industrial waste																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Industry not elsewhere specified	Liquefied petroleum gases (LPG)																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Industry not elsewhere specified	Natural gas																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Industry not elsewhere specified	Primary solid biofuels																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Manufacturing; Chemical and petrochemical	Biodiesels			31.96		6.65																																																																																																																																																																																																																																																																																																																																																		
TJ	AUT	Total final consumption; Industry; Manufacturing; Chemical and petrochemical	Biogases	21.14																																																																																																																																																																																																																																																																																																																																																						
TJ	AUT	Total final consumption; Industry; Manufacturing; Chemical and petrochemical	Electricity																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Manufacturing; Chemical and petrochemical	Fuel oil																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Manufacturing; Chemical and petrochemical	Gas/diesel oil excl. biofuels																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Manufacturing; Chemical and petrochemical	Heat																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Manufacturing; Chemical and petrochemical	Industrial waste																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Manufacturing; Chemical and petrochemical	Liquefied petroleum gases (LPG)																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Manufacturing; Chemical and petrochemical	Natural gas																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Manufacturing; Chemical and petrochemical	Other bituminous coal																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Manufacturing; Chemical and petrochemical	Other oil products																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Manufacturing; Chemical and petrochemical	Primary solid biofuels																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Manufacturing; Chemical and petrochemical	White spirit & SBP																																																																																																																																																																																																																																																																																																																																																							
TJ	AUT	Total final consumption; Industry; Manufacturing; Food and tobacco	Biodiesels			38.05		47.32																																																																																																																																																																																																																																																																																																																																																		
